year,month,country,systems_count,total_rmax,total_rpeak,average_rmax,average_power,average_efficiency,highest_rank,total_cores,total_power_kw,month_num,date,power_missing,efficiency_missing,performance_per_core,power_efficiency
2003,June,South Korea,12,5023.1,8332.6,418.5916667,Unknown,Unknown,56,2288,0,6,6/1/2003,1,1,2.195410839,Unknown
2003,June,Spain,2,694.2,1120,347.1,Unknown,Unknown,256,320,0,6,6/1/2003,1,1,2.169375,Unknown
2003,June,Sweden,4,2350.84,3924.8,587.71,Unknown,Unknown,61,1716,0,6,6/1/2003,1,1,1.36995338,Unknown
2003,June,Switzerland,3,2387.7,4448,795.9,Unknown,Unknown,47,944,0,6,6/1/2003,1,1,2.52934322,Unknown
2003,June,Taiwan,2,1154.7,2003.2,577.35,Unknown,Unknown,93,448,0,6,6/1/2003,1,1,2.577455357,Unknown
2003,June,Thailand,1,351.1,560,351.1,Unknown,Unknown,331,160,0,6,6/1/2003,1,1,2.194375,Unknown
2003,June,United Kingdom,35,22895.7,46590.8,654.1628571,Unknown,Unknown,12,18564,0,6,6/1/2003,1,1,1.23333872,Unknown
2003,June,United States,245,198833.92,339112.1,811.5670204,Unknown,Unknown,2,153674,0,6,6/1/2003,1,1,1.293868319,Unknown
2003,November,Australia,6,4971.02,7695.48,828.5033333,Unknown,Unknown,108,1724,0,11,11/1/2003,1,1,2.883422274,Unknown
2003,November,Austria,2,883.2,1431.8,441.6,Unknown,Unknown,322,320,0,11,11/1/2003,1,1,2.76,Unknown
2003,November,Belgium,2,853.6,1440,426.8,Unknown,Unknown,378,448,0,11,11/1/2003,1,1,1.905357143,Unknown
2003,November,Brazil,1,511,716.8,511,Unknown,Unknown,315,128,0,11,11/1/2003,1,1,3.9921875,Unknown
2003,November,Canada,9,8838.63,19112.96,982.07,Unknown,Unknown,29,3738,0,11,11/1/2003,1,1,2.36453451,Unknown
2003,November,China,12,11579.22,20938.56,964.935,Unknown,Unknown,14,4462,0,11,11/1/2003,1,1,2.595073958,Unknown
2003,November,Czechia,1,408.2,672,408.2,Unknown,Unknown,441,192,0,11,11/1/2003,1,1,2.126041667,Unknown
2003,November,Denmark,3,1282.3,1644.8,427.4333333,Unknown,Unknown,323,384,0,11,11/1/2003,1,1,3.339322917,Unknown
2003,November,Finland,3,1986.4,3597,662.1333333,Unknown,Unknown,91,896,0,11,11/1/2003,1,1,2.216964286,Unknown
2003,November,France,17,15266.13,27370.4,898.0076471,Unknown,Unknown,15,8556,0,11,11/1/2003,1,1,1.784260168,Unknown
2003,November,Germany,34,24402.68,39538.06,717.7258824,Unknown,Unknown,31,11264,0,11,11/1/2003,1,1,2.166431108,Unknown
2003,November,India,3,2098.81,5097.6,699.6033333,Unknown,Unknown,105,1106,0,11,11/1/2003,1,1,1.897658228,Unknown
2003,November,Ireland,1,408.2,672,408.2,Unknown,Unknown,467,192,0,11,11/1/2003,1,1,2.126041667,Unknown
2003,November,Israel,1,1143.46,3360,1143.46,Unknown,Unknown,97,600,0,11,11/1/2003,1,1,1.905766667,Unknown
2003,November,Italy,14,8498.9,14227.84,607.0642857,Unknown,Unknown,62,3176,0,11,11/1/2003,1,1,2.675976071,Unknown
2003,November,Japan,32,62428.6,80359.4,1950.89375,3200,11.20625,1,15437,3200,11,11/1/2003,0,0,4.044088877,19.5089375
2003,November,Luxembourg,1,408.2,672,408.2,Unknown,Unknown,445,192,0,11,11/1/2003,1,1,2.126041667,Unknown
2003,November,Netherlands,10,5949.4,8787,594.94,Unknown,Unknown,41,3040,0,11,11/1/2003,1,1,1.957039474,Unknown
2003,November,Norway,3,1488,2048,496,Unknown,Unknown,314,768,0,11,11/1/2003,1,1,1.9375,Unknown
2003,November,Poland,1,641.6,1331.2,641.6,Unknown,Unknown,232,256,0,11,11/1/2003,1,1,2.50625,Unknown
2003,November,Portugal,2,801.2,1242,400.6,Unknown,Unknown,458,572,0,11,11/1/2003,1,1,1.400699301,Unknown
2003,November,Russia,2,1173.2,1792,586.6,Unknown,Unknown,189,1024,0,11,11/1/2003,1,1,1.145703125,Unknown
2003,November,Saudi Arabia,9,6246.55,14432.64,694.0611111,Unknown,Unknown,109,2866,0,11,11/1/2003,1,1,2.179535939,Unknown
2003,November,Singapore,4,2378.33,4038.4,594.5825,Unknown,Unknown,148,800,0,11,11/1/2003,1,1,2.9729125,Unknown
2003,November,South Korea,13,10025.55,18231.8,771.1961538,Unknown,Unknown,22,3956,0,11,11/1/2003,1,1,2.534264408,Unknown
2003,November,Spain,4,1927.68,2624,481.92,Unknown,Unknown,228,552,0,11,11/1/2003,1,1,3.492173913,Unknown
2003,November,Sweden,5,2938.16,4861.16,587.632,Unknown,Unknown,103,1869,0,11,11/1/2003,1,1,1.572049224,Unknown
2003,November,Switzerland,3,2387.7,4448,795.9,Unknown,Unknown,110,944,0,11,11/1/2003,1,1,2.52934322,Unknown
2003,November,Taiwan,5,3424.68,6131.2,684.936,Unknown,Unknown,135,1176,0,11,11/1/2003,1,1,2.912142857,Unknown
2003,November,United Kingdom,32,28956.47,54735.2,904.8896875,Unknown,Unknown,16,14824,0,11,11/1/2003,1,1,1.953350648,Unknown
2003,November,United States,246,297340.02,529224.98,1208.699268,Unknown,Unknown,2,172361,0,11,11/1/2003,1,1,1.725100342,Unknown
2004,June,Australia,9,7726.66,12354.88,858.5177778,Unknown,Unknown,171,2508,0,6,6/1/2004,1,1,3.080805423,Unknown
2004,June,Belgium,2,1265.2,2384.4,632.6,Unknown,Unknown,433,618,0,6,6/1/2004,1,1,2.047249191,Unknown
2004,June,Brazil,9,12051.78,21162.88,1339.086667,83,23.16337349,36,3660,83,6,6/1/2004,0,0,3.292836066,145.2021687
2004,June,Canada,7,12121.2,22898.56,1731.6,Unknown,Unknown,38,4160,0,6,6/1/2004,1,1,2.91375,Unknown
2004,June,China,14,27614.51,42636.84,1972.465,Unknown,Unknown,10,8646,0,6,6/1/2004,1,1,3.193905852,Unknown
2004,June,Czechia,2,1500,2688,750,Unknown,Unknown,349,768,0,6,6/1/2004,1,1,1.953125,Unknown
2004,June,Finland,1,1170,2253,1170,Unknown,Unknown,189,512,0,6,6/1/2004,1,1,2.28515625,Unknown
2004,June,France,19,21755.25,38876.32,1145.013158,Unknown,Unknown,28,10028,0,6,6/1/2004,1,1,2.169450538,Unknown
2004,June,Germany,37,42975.96,69369.8,1161.512432,Unknown,Unknown,21,15688,0,6,6/1/2004,1,1,2.739416114,Unknown
2004,June,India,6,5652.11,9556.8,942.0183333,Unknown,Unknown,185,1750,0,6,6/1/2004,1,1,3.229777143,Unknown
2004,June,Israel,2,5748.38,10214.4,2874.19,Unknown,Unknown,33,1720,0,6,6/1/2004,1,1,3.342081395,Unknown
2004,June,Italy,13,12346.15,19730.56,949.7038462,Unknown,Unknown,63,4132,0,6,6/1/2004,1,1,2.987935624,Unknown
2004,June,Japan,35,90901.4,124463,2597.182857,3200,11.20625,1,23838,3200,6,6/1/2004,0,0,3.813298095,28.4066875
2004,June,Netherlands,2,3128.13,4403,1564.065,Unknown,Unknown,108,816,0,6,6/1/2004,1,1,3.833492647,Unknown
2004,June,Norway,2,1586.6,2441.6,793.3,Unknown,Unknown,330,436,0,6,6/1/2004,1,1,3.638990826,Unknown
2004,June,Poland,1,641.6,1331.2,641.6,Unknown,Unknown,465,256,0,6,6/1/2004,1,1,2.50625,Unknown
2004,June,Russia,2,1456.7,2099.2,728.35,Unknown,Unknown,376,936,0,6,6/1/2004,1,1,1.556303419,Unknown
2004,June,Saudi Arabia,8,5778.41,13664.64,722.30125,Unknown,Unknown,188,2354,0,6,6/1/2004,1,1,2.454719626,Unknown
2004,June,Singapore,4,3176.7,5356.8,794.175,Unknown,Unknown,231,1056,0,6,6/1/2004,1,1,3.008238636,Unknown
2004,June,South Korea,6,9082,15500.4,1513.666667,Unknown,Unknown,45,2976,0,6,6/1/2004,1,1,3.051747312,Unknown
2004,June,Spain,2,1285.8,1536,642.9,Unknown,Unknown,452,256,0,6,6/1/2004,1,1,5.02265625,Unknown
2004,June,Sweden,3,3782.76,5603.84,1260.92,Unknown,Unknown,168,1136,0,6,6/1/2004,1,1,3.329894366,Unknown
2004,June,Switzerland,2,1817.6,3411.2,908.8,Unknown,Unknown,212,656,0,6,6/1/2004,1,1,2.770731707,Unknown
2004,June,Taiwan,3,2381.04,3779.2,793.68,Unknown,Unknown,243,684,0,6,6/1/2004,1,1,3.481052632,Unknown
2004,June,United Kingdom,34,57901.33,107938.68,1702.980294,Unknown,Unknown,6,20620,0,6,6/1/2004,1,1,2.808017944,Unknown
2004,June,United States,262,461034.83,781695.98,1759.674924,Unknown,Unknown,2,202684,0,6,6/1/2004,1,1,2.274648369,Unknown
2004,November,Australia,6,7229.75,10849.92,1204.958333,Unknown,Unknown,131,1776,0,11,11/1/2004,1,1,4.07080518,Unknown
2004,November,Brazil,6,14209.19,26734.28,2368.198333,83,23.16337349,52,4448,83,11,11/1/2004,0,0,3.19451214,171.1950602
2004,November,Canada,7,15830,31189.76,2261.428571,Unknown,Unknown,54,5760,0,11,11/1/2004,1,1,2.748263889,Unknown
2004,November,China,17,31937.18,54347.04,1878.657647,Unknown,Unknown,17,10644,0,11,11/1/2004,1,1,3.000486659,Unknown
2004,November,Finland,1,1170,2253,1170,Unknown,Unknown,293,512,0,11,11/1/2004,1,1,2.28515625,Unknown
2004,November,France,15,21315.52,35415,1421.034667,Unknown,Unknown,41,8632,0,11,11/1/2004,1,1,2.469360519,Unknown
2004,November,Germany,33,48264.86,76454.6,1462.571515,Unknown,Unknown,30,16900,0,11,11/1/2004,1,1,2.855908876,Unknown
2004,November,India,7,6944.73,11873.28,992.1042857,Unknown,Unknown,286,2126,0,11,11/1/2004,1,1,3.266571025,Unknown
2004,November,Israel,3,7250.38,12662.4,2416.793333,Unknown,Unknown,49,2120,0,11,11/1/2004,1,1,3.419990566,Unknown
2004,November,Italy,14,17989.6,32433.12,1284.971429,Unknown,Unknown,61,7684,0,11,11/1/2004,1,1,2.341176471,Unknown
2004,November,Japan,30,95004.4,132819.6,3166.813333,3200,11.20625,3,21734,3200,11,11/1/2004,0,0,4.371234011,29.688875
2004,November,Netherlands,5,6368.72,8934.2,1273.744,Unknown,Unknown,154,1712,0,11,11/1/2004,1,1,3.720046729,Unknown
2004,November,Portugal,3,3240,4032,1080,Unknown,Unknown,274,672,0,11,11/1/2004,1,1,4.821428571,Unknown
2004,November,Russia,2,2251.6,3568,1125.8,Unknown,Unknown,210,752,0,11,11/1/2004,1,1,2.994148936,Unknown
2004,November,Saudi Arabia,3,6438.51,15088,2146.17,251,14.96015936,45,2498,251,11,11/1/2004,0,0,2.577465973,25.65143426
2004,November,Singapore,1,1015.5,1638.4,1015.5,Unknown,Unknown,363,256,0,11,11/1/2004,1,1,3.966796875,Unknown
2004,November,South Korea,10,14851.45,24444.8,1485.145,Unknown,Unknown,65,4948,0,11,11/1/2004,1,1,3.001505659,Unknown
2004,November,Spain,3,22691,34579,7563.666667,Unknown,Unknown,4,4300,0,11,11/1/2004,1,1,5.276976744,Unknown
2004,November,Sweden,4,4642.2,6137.6,1160.55,Unknown,Unknown,224,1232,0,11,11/1/2004,1,1,3.768019481,Unknown
2004,November,Switzerland,3,4076.1,11632,1358.7,Unknown,Unknown,101,2092,0,11,11/1/2004,1,1,1.948422562,Unknown
2004,November,Taiwan,3,3905.6,5680,1301.866667,Unknown,Unknown,136,1140,0,11,11/1/2004,1,1,3.425964912,Unknown
2004,November,United Kingdom,43,83816.76,171984.52,1949.226977,Unknown,Unknown,11,32418,0,11,11/1/2004,1,1,2.585500648,Unknown
2004,November,United States,267,687603.29,1120590.32,2575.293221,Unknown,Unknown,1,266849,0,11,11/1/2004,1,1,2.576750484,Unknown
2005,June,Australia,5,19.58,28.38,3.916,128,0.023671875,26,4492,128,6,6/1/2005,0,0,0.00435886,0.15296875
2005,June,Brazil,4,12.4,23.68,3.1,83,0.02313253,96,3844,83,6,6/1/2005,0,0,0.003225806,0.14939759
2005,June,Canada,7,23.5,43.94,3.357142857,169,0.022189349,40,7236,169,6,6/1/2005,0,0,0.003247651,0.139053254
2005,June,China,19,53.48,90.35,2.814736842,113,0.022477876,18,15906,226,6,6/1/2005,0,0,0.003362253,0.236637168
2005,June,Finland,1,1.17,2.25,1.17,Unknown,Unknown,497,512,0,6,6/1/2005,1,1,0.002285156,Unknown
2005,June,France,11,19.79,36.02,1.799090909,Unknown,Unknown,77,8172,0,6,6/1/2005,1,1,0.002421684,Unknown
2005,June,Germany,40,80.47,117.33,2.01175,66.33333333,0.062582788,27,22056,398,6,6/1/2005,0,0,0.00364844,0.20218593
2005,June,India,8,14.01,24.73,1.75125,167,0.02245509,88,4212,167,6,6/1/2005,0,0,0.003326211,0.083892216
2005,June,Israel,8,14.71,24.06,1.83875,Unknown,Unknown,91,3902,0,6,6/1/2005,1,1,0.003769862,Unknown
2005,June,Italy,11,20.08,32.24,1.825454545,83,0.040843373,102,7012,83,6,6/1/2005,0,0,0.002863662,0.241927711
2005,June,Japan,23,128.63,180.66,5.592608696,1103.666667,0.143263847,4,33602,3311,6,6/1/2005,0,0,0.003828046,0.03884929
2005,June,Netherlands,4,33.32,43.18,8.33,134,0.204850746,6,13760,134,6,6/1/2005,0,0,0.002421512,0.248656716
2005,June,Portugal,1,1.21,1.54,1.21,Unknown,Unknown,461,256,0,6,6/1/2005,1,1,0.004726563,Unknown
2005,June,Russia,3,7.85,11.8,2.616666667,Unknown,Unknown,56,1788,0,6,6/1/2005,1,1,0.00439038,Unknown
2005,June,Saudi Arabia,5,9.29,19.29,1.858,154,0.018961348,84,3168,308,6,6/1/2005,0,0,0.002932449,0.030162338
2005,June,Singapore,1,1.19,1.69,1.19,Unknown,Unknown,490,384,0,6,6/1/2005,1,1,0.003098958,Unknown
2005,June,South Korea,14,28.86,44.57,2.061428571,Unknown,Unknown,51,7428,0,6,6/1/2005,1,1,0.003885299,Unknown
2005,June,Spain,4,32.43,48.1,8.1075,Unknown,Unknown,5,5428,0,6,6/1/2005,1,1,0.005974576,Unknown
2005,June,Sweden,3,7.24,8.9,2.413333333,Unknown,Unknown,65,1526,0,6,6/1/2005,1,1,0.00474443,Unknown
2005,June,Switzerland,3,25.01,37.06,8.336666667,89,0.204494382,9,10792,89,6,6/1/2005,0,0,0.002317457,0.281011236
2005,June,Taiwan,2,4.09,6.78,2.045,Unknown,Unknown,153,1184,0,6,6/1/2005,1,1,0.003454392,Unknown
2005,June,United Kingdom,32,85.54,173.18,2.673125,60,0.119290353,24,32978,120,6,6/1/2005,0,0,0.00259385,0.712833333
2005,June,United States,277,1045.99,1584.37,3.776137184,111.3928571,0.086117244,1,382486,3119,6,6/1/2005,0,0,0.002734714,0.335360693
2005,November,Australia,11,34.45,54.92,3.131818182,128,0.023671875,36,8394,128,11,11/1/2005,0,0,0.004104122,0.269140625
2005,November,Belgium,2,4.66,8.32,2.33,Unknown,Unknown,280,1300,0,11,11/1/2005,1,1,0.003584615,Unknown
2005,November,Brazil,4,12.4,23.68,3.1,83,0.02313253,118,3844,83,11,11/1/2005,0,0,0.003225806,0.14939759
2005,November,Bulgaria,1,1.86,3.33,1.86,Unknown,Unknown,402,640,0,11,11/1/2005,1,1,0.00290625,Unknown
2005,November,Canada,6,22.04,41.41,3.673333333,169,0.022189349,50,6708,169,11,11/1/2005,0,0,0.003285629,0.130414201
2005,November,China,17,59.55,101.12,3.502941176,100.75,0.023647615,26,16934,403,11,11/1/2005,0,0,0.003516594,0.147766749
2005,November,Denmark,1,2.79,5.32,2.79,Unknown,Unknown,203,1024,0,11,11/1/2005,1,1,0.002724609,Unknown
2005,November,Finland,1,1.71,1.82,1.71,Unknown,Unknown,465,304,0,11,11/1/2005,1,1,0.005625,Unknown
2005,November,France,8,23.52,36.57,2.94,Unknown,Unknown,61,7930,0,11,11/1/2005,1,1,0.002965952,Unknown
2005,November,Germany,24,71.3,96.21,2.970833333,77.16666667,0.067388334,37,15820,463,11,11/1/2005,0,0,0.004506953,0.15399568
2005,November,India,4,11.38,21.69,2.845,167,0.02245509,110,3354,167,11,11/1/2005,0,0,0.003392964,0.068143713
2005,November,Ireland,2,5.51,8.06,2.755,Unknown,Unknown,205,1680,0,11,11/1/2005,1,1,0.003279762,Unknown
2005,November,Israel,9,23.5,43.27,2.611111111,103,0.024563107,113,6452,103,11,11/1/2005,0,0,0.003642281,0.22815534
2005,November,Italy,6,14.54,23.25,2.423333333,83,0.040843373,130,4740,83,11,11/1/2005,0,0,0.003067511,0.175180723
2005,November,Japan,20,130.53,181.18,6.5265,1103.666667,0.143263847,7,33163,3311,11,11/1/2005,0,0,0.003936013,0.039423135
2005,November,Netherlands,4,33.32,43.18,8.33,134,0.204850746,9,13760,134,11,11/1/2005,0,0,0.002421512,0.248656716
2005,November,Norway,2,4.02,7.2,2.01,Unknown,Unknown,358,1000,0,11,11/1/2005,1,1,0.00402,Unknown
2005,November,Russia,1,5.36,8.13,5.36,Unknown,Unknown,68,924,0,11,11/1/2005,1,1,0.005800866,Unknown
2005,November,Saudi Arabia,4,11.97,24.53,2.9925,251,0.014940239,106,3936,251,11,11/1/2005,0,0,0.003041159,0.047689243
2005,November,South Korea,7,31.61,44.05,4.515714286,Unknown,Unknown,16,5152,0,11,11/1/2005,1,1,0.006135481,Unknown
2005,November,Spain,2,29.77,44.38,14.885,Unknown,Unknown,8,4924,0,11,11/1/2005,1,1,0.006045898,Unknown
2005,November,Sweden,1,5,6.03,5,Unknown,Unknown,69,886,0,11,11/1/2005,1,1,0.005643341,Unknown
2005,November,Switzerland,4,34.37,48.53,8.5925,66.5,0.208610827,13,14888,133,11,11/1/2005,0,0,0.002308571,0.258421053
2005,November,Taiwan,3,7.57,12.2,2.523333333,Unknown,Unknown,206,2152,0,11,11/1/2005,1,1,0.003517658,Unknown
2005,November,United Kingdom,41,124.36,235.38,3.033170732,60,0.119290353,33,42328,120,11,11/1/2005,0,0,0.002938008,1.036333333
2005,November,United States,305,1570.73,2310.4,5.149934426,151.1818182,0.063728105,1,522894,8315,11,11/1/2005,0,0,0.003003917,0.188903187
2006,June,Australia,9,31.01,48.78,3.445555556,128,0.023671875,47,7540,128,6,6/1/2006,0,0,0.004112732,0.242265625
2006,June,Belgium,2,4.66,8.32,2.33,Unknown,Unknown,438,1300,0,6,6/1/2006,1,1,0.003584615,Unknown
2006,June,Brazil,4,13.15,25.33,3.2875,69,0.038695652,170,4564,69,6,6/1/2006,0,0,0.002881245,0.19057971
2006,June,Canada,9,37.29,67.62,4.143333333,169,0.022189349,66,12384,169,6,6/1/2006,0,0,0.003011143,0.220650888
2006,June,China,28,94.17,163.55,3.363214286,132.625,0.022931895,35,28206,1061,6,6/1/2006,0,0,0.003338651,0.088755891
2006,June,Denmark,1,2.79,5.32,2.79,Unknown,Unknown,342,1024,0,6,6/1/2006,1,1,0.002724609,Unknown
2006,June,France,8,67.41,96.27,8.42625,Unknown,Unknown,5,17290,0,6,6/1/2006,1,1,0.003898785,Unknown
2006,June,Germany,17,93.96,127.17,5.527058824,103.3333333,0.066464431,8,28528,620,6,6/1/2006,0,0,0.003293606,0.151548387
2006,June,India,11,36.84,66.78,3.349090909,126.1428571,0.030286639,141,11638,883,6,6/1/2006,0,0,0.003165492,0.041721404
2006,June,Ireland,2,5.51,8.06,2.755,Unknown,Unknown,344,1680,0,6,6/1/2006,1,1,0.003279762,Unknown
2006,June,Israel,9,25.26,49.28,2.806666667,171,0.020126742,148,7316,342,6,6/1/2006,0,0,0.003452706,0.073859649
2006,June,Italy,7,19.73,32.44,2.818571429,74,0.04249861,225,7196,148,6,6/1/2006,0,0,0.002741801,0.133310811
2006,June,Japan,29,260.1,346.7,8.968965517,582.5714286,0.152928343,7,66957,4078,6,6/1/2006,0,0,0.003884583,0.063781265
2006,June,Netherlands,3,33.48,44.7,11.16,134,0.204850746,12,13856,134,6,6/1/2006,0,0,0.002416282,0.249850746
2006,June,Russia,1,6.65,10.1,6.65,Unknown,Unknown,70,1148,0,6,6/1/2006,1,1,0.005792683,Unknown
2006,June,Saudi Arabia,4,11.97,24.53,2.9925,251,0.014940239,147,3936,251,6,6/1/2006,0,0,0.003041159,0.047689243
2006,June,Singapore,2,6.32,7.83,3.16,83,0.040843373,228,1168,83,6,6/1/2006,0,0,0.005410959,0.076144578
2006,June,South Korea,4,27.13,37.03,6.7825,Unknown,Unknown,22,4484,0,6,6/1/2006,1,1,0.006050401,Unknown
2006,June,Spain,1,27.91,42.14,27.91,Unknown,Unknown,11,4800,0,6,6/1/2006,1,1,0.005814583,Unknown
2006,June,Sweden,1,5,6.03,5,Unknown,Unknown,91,886,0,6,6/1/2006,1,1,0.005643341,Unknown
2006,June,Switzerland,4,36.64,51.46,9.16,66.5,0.208610827,16,15452,133,6,6/1/2006,0,0,0.002371214,0.275488722
2006,June,Taiwan,3,7.57,12.2,2.523333333,Unknown,Unknown,345,2152,0,6,6/1/2006,1,1,0.003517658,Unknown
2006,June,United Kingdom,35,137.8,252.3,3.937142857,104.2,0.068348399,31,45472,521,6,6/1/2006,0,0,0.003030436,0.264491363
2006,June,United States,299,1779.15,2652.42,5.950334448,148.2352941,0.050751794,1,578684,15120,6,6/1/2006,0,0,0.003074476,0.117668651
2006,November,Australia,4,20.66,30.97,5.165,128,0.023671875,71,4888,128,11,11/1/2006,0,0,0.004226678,0.16140625
2006,November,Belgium,1,4.49,8.32,4.49,Unknown,Unknown,162,1300,0,11,11/1/2006,1,1,0.003453846,Unknown
2006,November,Brazil,4,13.66,24.88,3.415,Unknown,Unknown,272,3780,0,11,11/1/2006,1,1,0.003613757,Unknown
2006,November,Canada,8,37.3,61.91,4.6625,169,0.022189349,96,11184,169,11,11/1/2006,0,0,0.003335122,0.220710059
2006,November,China,18,72.2,122.91,4.011111111,164.5,0.022216174,57,20374,658,11,11/1/2006,0,0,0.003543732,0.109726444
2006,November,Denmark,1,2.79,5.32,2.79,Unknown,Unknown,481,1024,0,11,11/1/2006,1,1,0.002724609,Unknown
2006,November,Finland,1,8.2,10.65,8.2,Unknown,Unknown,80,2048,0,11,11/1/2006,1,1,0.004003906,Unknown
2006,November,France,12,99.87,140.14,8.3225,83.5,0.127159091,7,28080,167,11,11/1/2006,0,0,0.003556624,0.598023952
2006,November,Germany,18,145.41,188.56,8.078333333,108.4,0.074500906,13,37784,542,11,11/1/2006,0,0,0.003848454,0.268284133
2006,November,India,10,34.16,61.52,3.416,126.1428571,0.030286639,237,10908,883,11,11/1/2006,0,0,0.003131646,0.038686297
2006,November,Ireland,1,3.14,4.65,3.14,Unknown,Unknown,376,968,0,11,11/1/2006,1,1,0.003243802,Unknown
2006,November,Israel,2,7.5,16.22,3.75,239,0.015690377,246,2584,239,11,11/1/2006,0,0,0.002902477,0.031380753
2006,November,Italy,8,39.18,68.67,4.8975,74,0.04249861,44,12616,148,11,11/1/2006,0,0,0.00310558,0.26472973
2006,November,Japan,30,286.69,398.64,9.556333333,582.5714286,0.153155616,9,70757,4078,11,11/1/2006,0,0,0.004051755,0.070301618
2006,November,Netherlands,2,31.11,40.96,15.555,134,0.204850746,17,13312,134,11,11/1/2006,0,0,0.002336989,0.232164179
2006,November,Norway,3,17.48,26.96,5.826666667,156,0.038461538,89,3008,156,11,11/1/2006,0,0,0.00581117,0.112051282
2006,November,Russia,2,9.71,15.87,4.855,Unknown,Unknown,99,2460,0,11,11/1/2006,1,1,0.003947154,Unknown
2006,November,Saudi Arabia,4,11.97,24.53,2.9925,251,0.014940239,245,3936,251,11,11/1/2006,0,0,0.003041159,0.047689243
2006,November,Singapore,2,6.32,7.83,3.16,83,0.040843373,343,1168,83,11,11/1/2006,0,0,0.005410959,0.076144578
2006,November,South Korea,6,33.73,49.36,5.621666667,Unknown,Unknown,29,7764,0,11,11/1/2006,1,1,0.00434441,Unknown
2006,November,Spain,7,91.58,137.95,13.08285714,Unknown,Unknown,5,15208,0,11,11/1/2006,1,1,0.006021831,Unknown
2006,November,Sweden,1,5,6.03,5,Unknown,Unknown,128,886,0,11,11/1/2006,1,1,0.005643341,Unknown
2006,November,Switzerland,5,47.67,60.29,9.534,66.5,0.209406282,22,15388,133,11,11/1/2006,0,0,0.003097868,0.358421053
2006,November,Taiwan,2,5.54,9.9,2.77,Unknown,Unknown,484,1768,0,11,11/1/2006,1,1,0.003133484,Unknown
2006,November,Turkey,1,3.29,5.22,3.29,Unknown,Unknown,353,560,0,11,11/1/2006,1,1,0.005875,Unknown
2006,November,United Arab Emirates,1,4.71,5.73,4.71,22,0.214090909,139,2048,22,11,11/1/2006,0,0,0.002299805,0.214090909
2006,November,United Kingdom,30,186.36,307.92,6.212,192.1666667,0.065651622,15,49812,1153,11,11/1/2006,0,0,0.003741267,0.161630529
2006,November,United States,309,2271.11,3325.5,7.34987055,166.8468468,0.054682796,1,686362,18520,11,11/1/2006,0,0,0.00330891,0.12263013
2007,June,Australia,4,22.52,31.14,5.63,Unknown,Unknown,107,4188,0,6,6/1/2007,1,1,0.005377268,Unknown
2007,June,Belgium,4,22.39,35.87,5.5975,Unknown,Unknown,120,3596,0,6,6/1/2007,1,1,0.006226363,Unknown
2007,June,Brazil,2,10.72,15.27,5.36,Unknown,Unknown,216,2124,0,6,6/1/2007,1,1,0.005047081,Unknown
2007,June,Canada,10,54.81,79.83,5.481,114.5,0.040130113,177,11018,229,6,6/1/2007,0,0,0.004974587,0.239344978
2007,June,China,13,96.42,174.94,7.416923077,329,0.056534954,43,27660,329,6,6/1/2007,0,0,0.0034859,0.293069909
2007,June,Finland,3,21.23,27.56,7.076666667,Unknown,Unknown,109,4604,0,6,6/1/2007,1,1,0.004611208,Unknown
2007,June,France,13,156.08,198.35,12.00615385,123.5,0.07902,12,32812,494,6,6/1/2007,0,0,0.004756796,0.315951417
2007,June,Germany,23,245.84,317.31,10.68869565,321.4,0.077297936,10,51056,1607,6,6/1/2007,0,0,0.004815105,0.152980709
2007,June,India,8,45.67,86.64,5.70875,113.1666667,0.050708956,159,10336,679,6,6/1/2007,0,0,0.004418537,0.067260677
2007,June,Italy,5,36.61,66.51,7.322,Unknown,Unknown,67,10620,0,6,6/1/2007,1,1,0.003447269,Unknown
2007,June,Japan,23,285.6,392.78,12.4173913,530.625,0.140829606,14,66996,4245,6,6/1/2007,0,0,0.004262941,0.067279152
2007,June,Netherlands,8,75.64,105.46,9.455,223.5,0.120780006,26,19224,447,6,6/1/2007,0,0,0.003934665,0.169217002
2007,June,Norway,2,13.77,19.59,6.885,156,0.040192308,151,1984,156,6,6/1/2007,0,0,0.006940524,0.088269231
2007,June,Russia,5,31.17,44.37,6.234,Unknown,Unknown,105,4132,0,6,6/1/2007,1,1,0.007543562,Unknown
2007,June,Saudi Arabia,2,9.21,12.59,4.605,Unknown,Unknown,373,1596,0,6,6/1/2007,1,1,0.005770677,Unknown
2007,June,Singapore,2,11.6,16.81,5.8,Unknown,Unknown,260,1576,0,6,6/1/2007,1,1,0.007360406,Unknown
2007,June,South Korea,5,35.31,44.36,7.062,Unknown,Unknown,53,4708,0,6,6/1/2007,1,1,0.0075,Unknown
2007,June,Spain,6,97.62,146.68,16.27,Unknown,Unknown,9,16116,0,6,6/1/2007,1,1,0.006057334,Unknown
2007,June,Sweden,10,50.91,87.91,5.091,74,0.092491155,183,9694,296,6,6/1/2007,0,0,0.005251702,0.171993243
2007,June,Switzerland,5,60.24,80.33,12.048,66.5,0.211990552,39,18000,133,6,6/1/2007,0,0,0.003346667,0.452932331
2007,June,Taiwan,10,66.65,97.85,6.665,192,0.103697917,35,8868,192,6,6/1/2007,0,0,0.007515787,0.347135417
2007,June,Turkey,1,6.07,9.63,6.07,Unknown,Unknown,240,1032,0,6,6/1/2007,1,1,0.005881783,Unknown
